task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
21	7e/ad5cd0	93891470	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (AMPPE07297)	COMPLETED	0	2024-01-23 15:13:00.092	1h 54s	59m 57s	1400.0%	68.7 GB	135.4 GB	265.3 KB	122.8 KB
20	99/c545fd	93891474	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (AMPOC05179)	COMPLETED	0	2024-01-23 15:13:05.184	1h 54s	59m 40s	1390.1%	68.7 GB	135.4 GB	265.3 KB	122.8 KB
284	19/c8f014	93892093	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (ORENI36670)	COMPLETED	0	2024-01-23 16:14:00.334	44.1s	386ms	22.4%	2.9 MB	35.2 MB	96.7 KB	894 B
245	bb/ddfdf6	93892096	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (MACFA12494)	COMPLETED	0	2024-01-23 16:14:45.379	14s	1.3s	103.1%	50.6 MB	311.1 MB	10.1 MB	633 B
291	19/836ce9	93892097	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (OCTDE26208)	COMPLETED	0	2024-01-23 16:15:00.405	14s	1.3s	103.5%	50.2 MB	308.6 MB	10.1 MB	633 B
302	ef/f10ed2	93892098	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PANTR44331)	COMPLETED	0	2024-01-23 16:15:15.516	8.9s	148ms	36.7%	3 MB	35.2 MB	96.5 KB	893 B
14	d0/19a6ec	93891472	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (AILME04103)	COMPLETED	0	2024-01-23 15:13:02.973	1h 5m 56s	1h 4m 54s	1378.1%	68.7 GB	135.4 GB	265.3 KB	237.2 KB
323	bc/72b55a	93892119	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PIGXX21332)	COMPLETED	0	2024-01-23 16:19:00.632	43.8s	144ms	43.7%	3 MB	35.2 MB	96.5 KB	893 B
319	92/35199d	93892129	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PANPA39843)	COMPLETED	0	2024-01-23 16:19:45.453	39s	1.3s	102.6%	50.4 MB	308.6 MB	10.1 MB	633 B
327	d9/2fef7b	93892137	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PANTR44331)	COMPLETED	0	2024-01-23 16:20:25.477	44.1s	1.5s	77.8%	54.1 MB	288.8 MB	10.1 MB	629 B
24	32/abe131	93891482	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ANATE20873)	COMPLETED	0	2024-01-23 15:13:13.980	2h 23m 6s	1h 22m 44s	1067.5%	68.7 GB	135.4 GB	265.8 KB	73.5 KB
34	21/dbfb2e	93891480	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (AOTNA36637)	COMPLETED	0	2024-01-23 15:13:11.485	2h 24m 3s	1h 28m 14s	1016.3%	68.7 GB	135.4 GB	265.3 KB	237.1 KB
330	88/12663c	93892862	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PARMJ02410)	COMPLETED	0	2024-01-23 17:37:15.721	19s	1.3s	92.9%	9.3 MB	50.3 MB	10.1 MB	629 B
23	a5/fbdea5	93891485	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ANAPP09801)	COMPLETED	0	2024-01-23 15:13:16.584	2h 26m 8s	1h 25m 50s	989.3%	68.7 GB	135.4 GB	265.3 KB	76.2 KB
329	39/862e8f	93892875	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PAPAN07569)	COMPLETED	0	2024-01-23 17:39:25.660	34s	1.3s	103.6%	50.6 MB	311.1 MB	10.1 MB	633 B
325	2b/f85c5d	93892878	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PODMU13015)	COMPLETED	0	2024-01-23 17:40:00.707	34s	170ms	37.7%	2.9 MB	35.2 MB	96.6 KB	893 B
40	0c/8a0ba8	93891489	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ATHCN13109)	COMPLETED	0	2024-01-23 15:13:19.253	2h 45m 40s	1h 39m 46s	907.5%	68.7 GB	135.4 GB	266.6 KB	349.3 KB
311	8d/5932eb	93893005	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ORYME05692)	COMPLETED	0	2024-01-23 17:59:00.687	19s	1.3s	93.2%	9.3 MB	50.3 MB	10.1 MB	629 B
335	8e/bae5eb	93893006	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PATMI16669)	COMPLETED	0	2024-01-23 17:59:20.674	9.1s	1.3s	91.5%	9.3 MB	50.3 MB	10.1 MB	629 B
25	87/187106	93891518	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ANGAN39228)	COMPLETED	0	2024-01-23 15:13:41.690	3h 38m 48s	1h 11m 56s	1197.6%	68.7 GB	135.4 GB	265.4 KB	68.3 KB
336	f8/565f47	93893493	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PELSI13880)	COMPLETED	0	2024-01-23 18:52:30.837	39s	1.3s	75.2%	52.4 MB	288 MB	10.1 MB	642 B
33	38/12ee0b	93891512	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ANOCA16899)	COMPLETED	0	2024-01-23 15:13:34.904	3h 40m 55s	1h 16m 30s	1153.7%	68.8 GB	135.4 GB	266.1 KB	346.1 KB
13	c7/c4af91	93891504	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ACAPL21226)	COMPLETED	0	2024-01-23 15:13:27.577	3h 43m 42s	1h 19m 30s	1124.2%	68.7 GB	135.4 GB	265.6 KB	67.9 KB
310	6d/22c1d3	93893576	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ORYLA15922)	COMPLETED	0	2024-01-23 18:57:10.934	8.9s	1s	92.6%	11.4 MB	51.8 MB	10.1 MB	641 B
333	03/2bdd45	93893581	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (POERE30417)	COMPLETED	0	2024-01-23 18:57:20.819	49.1s	160ms	61.7%	2.8 MB	34.7 MB	97.2 KB	900 B
337	4e/4b093a	93893599	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PROCA04408)	COMPLETED	0	2024-01-23 18:58:10.891	14.1s	150ms	42.2%	2.9 MB	35.2 MB	96.7 KB	893 B
344	7f/4919da	93893604	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PODMU13015)	COMPLETED	0	2024-01-23 18:58:25.971	13.9s	1.3s	92.8%	8.5 MB	44 MB	10.1 MB	629 B
340	66/294d45	93893613	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PHACC05579)	COMPLETED	0	2024-01-23 18:58:40.964	8.9s	1.3s	92.7%	9.3 MB	50.3 MB	10.1 MB	629 B
35	dc/875dd0	93891519	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ASTMX02127)	COMPLETED	0	2024-01-23 15:13:42.905	4h 6m 47s	1h 21m 1s	1098.3%	68.8 GB	135.4 GB	265.8 KB	71.4 KB
297	58/080821	93894093	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (ORENI36670)	COMPLETED	0	2024-01-23 19:20:31.068	13.9s	1.3s	93.0%	8.5 MB	44 MB	10.1 MB	629 B
347	1a/77fd6b	93894107	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PSETE02638)	COMPLETED	0	2024-01-23 19:20:45.892	14.1s	140ms	42.7%	2.9 MB	35.7 MB	98.4 KB	906 B
341	dd/fb2a73	93894114	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PHACI20553)	COMPLETED	0	2024-01-23 19:21:00.977	14s	1s	92.8%	10.6 MB	51.3 MB	10.1 MB	641 B
19	aa/bd5bfe	93891521	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (AMPCI13446)	COMPLETED	0	2024-01-23 15:13:45.342	4h 57m 10s	1h 18m 24s	1085.7%	68.7 GB	135.4 GB	265.4 KB	88.3 KB
48	3c/0c67b6	93891522	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (BOBOX31232)	COMPLETED	0	2024-01-23 15:13:46.471	4h 57m 44s	1h 16m 49s	1156.4%	68.7 GB	135.4 GB	265.3 KB	237.1 KB
45	2b/15cca4	93891524	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (BALMU13078)	COMPLETED	0	2024-01-23 15:13:48.503	4h 57m 42s	1h 14m 15s	1191.4%	68.7 GB	135.4 GB	265.5 KB	66.9 KB
58	94/e87a36	93891526	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (BUFBU33599)	COMPLETED	0	2024-01-23 15:13:50.672	5h 29m 39s	1h 22m 28s	1086.9%	68.7 GB	135.4 GB	265.7 KB	68.4 KB
343	27/f813db	93896995	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PIGXX21332)	COMPLETED	0	2024-01-23 20:43:31.164	14s	1.3s	103.4%	50.1 MB	308.6 MB	10.1 MB	633 B
317	3c/c020e1	93897005	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PHACI20553)	COMPLETED	0	2024-01-23 20:43:46.165	9s	162ms	61.3%	2.8 MB	34.7 MB	97.5 KB	900 B
328	15/d692da	93897009	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (POEFO11876)	COMPLETED	0	2024-01-23 20:43:56.189	39s	153ms	64.1%	2.8 MB	34.7 MB	97.2 KB	900 B
334	36/33ebf1	93897017	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PONAB35815)	COMPLETED	0	2024-01-23 20:44:36.167	39s	122ms	51.4%	3 MB	35.7 MB	98.2 KB	906 B
356	95/aefb37	93897029	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PTEVA11400)	COMPLETED	0	2024-01-23 20:45:16.191	9.1s	118ms	45.5%	2.9 MB	35.7 MB	98.5 KB	906 B
357	a1/32108e	93897030	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PYGNA28076)	COMPLETED	0	2024-01-23 20:45:26.317	43.8s	143ms	44.0%	3 MB	35.2 MB	96.6 KB	893 B
51	7d/ae40f6	93891532	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (BRAFL13025)	COMPLETED	0	2024-01-23 15:13:53.897	6h 6m 41s	1h 9m 6s	1250.8%	68.7 GB	135.4 GB	265.8 KB	73.4 KB
75	87/6c0adc	93891538	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CAPHI29511)	COMPLETED	0	2024-01-23 15:13:57.024	6h 6m 38s	1h 8m 48s	1310.6%	68.7 GB	135.4 GB	265.3 KB	69.2 KB
49	5d/500d5a	93891544	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (BOVIN34943)	COMPLETED	0	2024-01-23 15:14:00.029	6h 6m 55s	1h 9m 23s	1295.1%	68.8 GB	135.4 GB	265.3 KB	237.1 KB
350	f8/546efb	93897812	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (POERE30417)	COMPLETED	0	2024-01-23 21:20:36.231	44s	1.3s	103.1%	50.6 MB	311.2 MB	10.1 MB	633 B
362	2d/0a827d	93897819	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (RABIT00377)	COMPLETED	0	2024-01-23 21:20:56.279	44s	114ms	55.4%	3 MB	35.7 MB	98.4 KB	906 B
371	a5/2e4eae	93897826	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (RHIFE21284)	COMPLETED	0	2024-01-23 21:21:21.089	39.1s	143ms	44.2%	3 MB	35.2 MB	96.7 KB	893 B
79	6b/346cfa	93891548	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CAVAP11557)	COMPLETED	0	2024-01-23 15:14:02.144	6h 43m 28s	1h 13m 59s	1207.2%	68.9 GB	135.4 GB	266.1 KB	280.8 KB
370	0c/f06e3c	93898034	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (RHIBE33586)	COMPLETED	0	2024-01-23 21:57:31.254	14.1s	154ms	41.4%	2.9 MB	35.2 MB	96.6 KB	893 B
89	12/f4aa56	93891561	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CERAT30427)	COMPLETED	0	2024-01-23 15:14:11.122	7h 15m 4s	1h 8m 45s	1303.0%	68.8 GB	135.4 GB	265.3 KB	237.1 KB
313	1b/9e5e76	93898137	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PELSI13880)	COMPLETED	0	2024-01-23 22:29:16.392	14s	158ms	62.7%	2.8 MB	34.7 MB	97.2 KB	900 B
77	61/909f1a	93891565	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CARSF28719)	COMPLETED	0	2024-01-23 15:14:15.473	7h 15m 20s	1h 7m 59s	1339.1%	68.7 GB	135.4 GB	266.1 KB	280.8 KB
369	87/90860e	93898138	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (RATNO12850)	COMPLETED	0	2024-01-23 22:29:31.416	14s	151ms	65.0%	2.8 MB	34.7 MB	97.1 KB	900 B
309	6d/5046dc	93898139	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PATMI16669)	COMPLETED	0	2024-01-23 22:29:36.361	44s	135ms	40.7%	3 MB	35.7 MB	98.3 KB	906 B
82	b2/0869e0	93891559	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CAVPO16059)	COMPLETED	0	2024-01-23 15:14:09.619	7h 16m 21s	1h 9m 24s	1254.6%	68.8 GB	135.4 GB	265.3 KB	237.1 KB
355	17/772e15	93898141	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PROCA04408)	COMPLETED	0	2024-01-23 22:30:21.265	44.1s	1.3s	93.0%	8.5 MB	46.1 MB	10.1 MB	629 B
372	9d/b5372d	93898144	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (RHIRO20069)	COMPLETED	0	2024-01-23 22:31:06.299	39.1s	121ms	44.7%	3 MB	35.7 MB	98.5 KB	906 B
361	1d/0df08a	93898145	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PTEVA11400)	COMPLETED	0	2024-01-23 22:31:46.452	13.9s	1.3s	103.4%	50.8 MB	313.1 MB	10.1 MB	633 B
358	33/b703bd	93898146	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PROCO24698)	COMPLETED	0	2024-01-23 22:32:01.436	14s	1.3s	92.7%	8.8 MB	50.3 MB	10.1 MB	629 B
74	b0/9b049a	93891566	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CANLF00521)	COMPLETED	0	2024-01-23 15:14:16.512	7h 54m 39s	1h 10m 50s	1254.9%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
385	25/15ebf1	93898290	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SARHA00912)	COMPLETED	0	2024-01-23 23:08:56.494	39s	124ms	43.6%	3 MB	35.7 MB	98.6 KB	906 B
94	67/830d7a	93891572	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CHEAB03084)	COMPLETED	0	2024-01-23 15:14:23.686	8h 23m 7s	1h 7m 10s	1327.6%	68.9 GB	135.4 GB	265.3 KB	222 KB
91	7f/e2a404	93891573	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CERSS31920)	COMPLETED	0	2024-01-23 15:14:24.790	8h 23m 6s	1h 7m 2s	1299.6%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
72	90/6d219b	93891568	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CALMI31260)	COMPLETED	0	2024-01-23 15:14:19.196	8h 23m 21s	1h 7m 54s	1333.5%	68.7 GB	135.4 GB	266.2 KB	71.5 KB
377	20/a71943	93898403	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SALFA40234)	COMPLETED	0	2024-01-23 23:37:41.555	9s	157ms	45.9%	2.9 MB	35.2 MB	96.6 KB	894 B
363	69/b56197	93898399	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PYGNA28076)	COMPLETED	0	2024-01-23 23:37:31.509	44s	1.3s	103.9%	50.6 MB	311.1 MB	10.1 MB	633 B
378	9d/d3b4a9	93898400	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SALMN07287)	COMPLETED	0	2024-01-23 23:37:32.446	43.1s	130ms	42.1%	3 MB	35.7 MB	98.4 KB	906 B
368	f8/a463f3	93898406	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (RABIT00377)	COMPLETED	0	2024-01-23 23:38:16.517	44s	1.3s	92.4%	8.5 MB	44 MB	10.1 MB	629 B
65	ae/8cfeff	93891582	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CAERE24207)	COMPLETED	0	2024-01-23 15:14:31.432	9h 15m 59s	1h 20m 50s	1129.2%	68.8 GB	135.4 GB	265.9 KB	73.5 KB
386	1c/aa5921	93898613	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SCOMX02793)	COMPLETED	0	2024-01-24 00:30:31.591	9.1s	133ms	41.2%	2.9 MB	35.7 MB	98.6 KB	906 B
373	02/89baf6	93898614	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SAIBB29709)	COMPLETED	0	2024-01-24 00:30:41.566	14.1s	118ms	46.2%	3 MB	35.7 MB	98.6 KB	906 B
118	7c/6bb832	93891595	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (COLAP20227)	COMPLETED	0	2024-01-23 15:14:42.818	9h 34m 13s	1h 10m 48s	1292.8%	68.7 GB	135.4 GB	266.2 KB	71.4 KB
375	78/24f535	93898701	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (RATNO12850)	COMPLETED	0	2024-01-24 00:48:56.656	19s	1.3s	103.5%	50.6 MB	311.1 MB	10.1 MB	633 B
349	be/9c7aca	93898702	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (POEFO11876)	COMPLETED	0	2024-01-24 00:49:16.748	9s	1.3s	103.3%	50.6 MB	313.1 MB	10.1 MB	633 B
101	45/f92645	93891585	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CHILA21852)	COMPLETED	0	2024-01-23 15:14:34.681	9h 34m 56s	1h 11m 46s	1268.8%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
389	a4/255ba5	93898703	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SERCA11088)	COMPLETED	0	2024-01-24 00:49:26.841	13.9s	117ms	46.2%	2.9 MB	35.7 MB	98.3 KB	906 B
393	4f/d0d113	93898705	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SERDU19846)	COMPLETED	0	2024-01-24 00:49:41.729	14s	133ms	41.2%	3 MB	35.7 MB	98.4 KB	906 B
71	e8/c3e31e	93891588	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CALJA19069)	COMPLETED	0	2024-01-23 15:14:36.862	9h 36m 19s	1h 12m 56s	1216.4%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
102	5b/1b740c	93891607	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CHIPU00246)	COMPLETED	0	2024-01-23 15:14:54.907	10h 27m 36s	1h 11m 22s	1274.0%	68.7 GB	135.4 GB	266.1 KB	71.1 KB
109	89/05a320	93891615	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CHRPI08762)	COMPLETED	0	2024-01-23 15:15:03.100	10h 39m 28s	1h 3m 20s	1400.6%	68.7 GB	135.4 GB	265.4 KB	230.9 KB
396	31/57ff13	93898786	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SHEEP08803)	COMPLETED	0	2024-01-24 01:54:31.825	9s	142ms	44.9%	2.9 MB	35.2 MB	96.4 KB	893 B
359	97/3fa496	93898787	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (PSETE02638)	COMPLETED	0	2024-01-24 01:54:41.850	19s	1.3s	102.2%	50.5 MB	308.9 MB	10.1 MB	633 B
408	02/3b4b86	93898788	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (STRHB20339)	COMPLETED	0	2024-01-24 01:55:01.846	9s	155ms	63.5%	2.8 MB	34.7 MB	97.2 KB	900 B
127	94/aaf1eb	93891612	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CRIGR13989)	COMPLETED	0	2024-01-23 15:15:00.044	10h 41m 31s	1h 6m 39s	1367.1%	68.7 GB	135.4 GB	266.3 KB	70.8 KB
400	68/43a51c	93898790	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SPAAU51968)	COMPLETED	0	2024-01-24 01:56:31.886	8.9s	152ms	35.8%	2.9 MB	35.2 MB	96.5 KB	893 B
104	e8/01fcae	93891609	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CHLGU18440)	COMPLETED	0	2024-01-23 15:14:57.076	10h 41m 49s	1h 7m 11s	1344.5%	68.7 GB	135.4 GB	265.4 KB	251.6 KB
392	00/ecd843	93898791	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (RHIRO20069)	COMPLETED	0	2024-01-24 01:56:41.891	13.9s	1.3s	92.3%	8.7 MB	50.3 MB	10.1 MB	629 B
394	a9/8be455	93898792	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (SAIBB29709)	COMPLETED	0	2024-01-24 01:56:46.834	9s	1.3s	92.7%	7.9 MB	43.4 MB	10.1 MB	629 B
391	82/1a2850	93898793	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (RHIFE21284)	COMPLETED	0	2024-01-24 01:56:56.844	14s	1.3s	92.1%	8.8 MB	50.3 MB	10.1 MB	629 B
409	09/21f8e5	93898794	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SURSU12211)	COMPLETED	0	2024-01-24 01:56:57.898	13s	140ms	44.9%	3 MB	35.2 MB	96.6 KB	893 B
384	46/93c856	93898795	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SALTR86773)	COMPLETED	0	2024-01-24 01:57:11.854	14.1s	175ms	37.0%	3 MB	35.2 MB	96.5 KB	893 B
414	3f/f1b0e3	93898796	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (SALTR86773)	COMPLETED	0	2024-01-24 01:57:12.872	33s	1.3s	103.7%	50.4 MB	308.9 MB	10.1 MB	633 B
397	7c/0e8386	93898797	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (SINGR69938)	COMPLETED	0	2024-01-24 01:57:26.999	33.8s	125ms	43.4%	2.9 MB	35.7 MB	98.5 KB	906 B
406	50/63d95a	93898799	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:CALCULATE_SEQSTATS (SALSA77450)	COMPLETED	0	2024-01-24 01:58:01.925	8.9s	1.3s	102.4%	50.6 MB	313.1 MB	10.1 MB	633 B
339	84/eb241e	93898798	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (PROCO24698)	COMPLETED	0	2024-01-24 01:57:46.868	34s	289ms	38.9%	1.5 MB	19.6 MB	97.3 KB	899 B
413	a7/c0a85a	93898800	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:TCOFFEE_SEQREFORMAT_SIM (TACAU30629)	COMPLETED	0	2024-01-24 01:58:11.884	14s	118ms	45.7%	3 MB	35.7 MB	98.5 KB	906 B
